trans_id,date,card,account,account_valid_to,client,last_name,first_name,patronymic,date_of_birth,passport,passport_valid_to,phone,oper_type,amount,oper_result,terminal,terminal_type,city,address
459271318,01/05/2020 04:47:47,47654746041302463812,40817810000009948080,3/8/2030,4-72043,Гуляков,Евгений,Константинович,8/15/1989,3354134791,6/24/2021,+79953939977,Снятие,1741.77,Успешно,POS20630,POS,Буинск,"Буинск, ул. Гончара Олеся, д. 3"
459271319,01/05/2020 04:49:06,46077586547661260081,40817810000007028956,4/10/2021,8-96510,Городиловский,Владимир,Сергеевич,12/6/1957,7909208960,9/9/2033,+79593567861,Оплата,42481.78,Успешно,POS75616,POS,Пустошка,"Пустошка, ул. Цюрупинская, д. 78"
459271320,01/05/2020 04:51:45,43289812407170908086,40817810000007226520,6/7/2025,3-24355,Кеменев,Валерий,Кириллович,7/2/1960,6630310773,11/23/2037,+79814077106,Оплата,26703.57,Успешно,POS23811,POS,Шали,"Шали, ул. Мельникова, д. 2"
459271321,01/05/2020 04:54:37,51445740233981239757,40817810000009330278,2/3/2020,3-59321,Антощук,Игорь,Владимирович,9/11/1983,8108438217,5/2/2020,+79451696230,Снятие,27342.52,Успешно,POS94350,POS,Уссурийск,"Уссурийск, ул. Остапа Вишний, д. 37"
459271322,01/05/2020 04:57:31,51428227161531093024,40817810000005806944,12/27/2026,4-83295,Бухарец,Игорь,Николаевич,9/8/1954,3791961371,11/20/2027,+79667902348,Снятие,59408.14,Успешно,POS71096,POS,Михайловка,"Михайловка, ул. Кременчугская, д. 49"
459271323,01/05/2020 05:00:09,59311887106361363284,40817810000003057299,9/10/2038,3-24355,Кеменев,Валерий,Кириллович,7/2/1960,6630310773,11/23/2037,+79814077106,Пополнение,78811.33,Успешно,ATM69537,ATM,Пионерский,"Пионерский, ул. Осенняя, д. 79"
459271324,01/05/2020 05:02:17,44758521848053617690,40817810000009051409,1/4/2029,4-93986,Штыкашов,Александр,Игоревич,6/28/1944,4623486057,6/2/2035,+79502333119,Снятие,7060.66,Успешно,ATM17215,ATM,Чита,"Чита, ул. Газовая, д. 92"
459271325,01/05/2020 05:03:11,42208842374995446550,40817810000001095804,9/13/2040,3-98093,Куратник,Николай,Кириллович,8/24/1972,2291764320,4/24/2024,+79372313004,Оплата,65017.5,Успешно,POS94350,POS,Уссурийск,"Уссурийск, ул. Остапа Вишний, д. 37"
459271326,01/05/2020 05:05:31,42913674638297160853,40817810000009600525,11/6/2034,8-94990,Поджарый,Павел,Александрович,6/24/1953,6437518744,12/2/2032,+79623080462,Пополнение,23592.93,Отказ,POS75616,POS,Пустошка,"Пустошка, ул. Цюрупинская, д. 78"
459271327,01/05/2020 05:06:23,54985950745784366891,40817810000005587520,4/18/2040,6-77708,Сноркин,Михаил,Павлович,9/13/1994,5344966916,3/3/2039,+79220281675,Пополнение,9289.24,Успешно,POS31141,POS,Лениногорск,"Лениногорск, ул. Базисная 2-ая, д. 71"
459271328,01/05/2020 05:07:59,42361470039204755223,40817810000001726730,5/16/2025,8-39512,Манвелян,Николай,Павлович,6/8/1953,4221537287,10/22/2024,+79539068761,Пополнение,1470.2,Успешно,ATM98530,ATM,Усолье-Сибирское,"Усолье-Сибирское, ул. Рудаковская, д. 1"
459271329,01/05/2020 05:08:43,51060526802515666533,40817810000008541665,9/4/2038,4-87130,Ачентов,Владимир,Петрович,2/26/1932,3526501586,11/2/2032,+79575633581,Оплата,85684.92,Отказ,POS85298,POS,Реж,"Реж, ул. Гористая, д. 56"
459271330,01/05/2020 05:10:50,42740903789297875478,40817810000003799345,2/5/2020,5-36031,Гуляков,Михаил,Александрович,6/9/1934,9600352239,5/24/2031,+79529669124,Пополнение,29781.39,Успешно,ATM94006,ATM,Дигора,"Дигора, ул. Возрождения, д. 35"
459271331,01/05/2020 05:12:04,52360202885289440312,40817810000002056413,1/5/2037,4-94215,Фель,Валерий,Николаевич,5/9/1944,9277303923,1/2/2028,+79153121852,Снятие,78403.76,Успешно,POS31141,POS,Лениногорск,"Лениногорск, ул. Базисная 2-ая, д. 71"
459271332,01/05/2020 05:13:41,48582545265424635118,40817810000009269964,9/22/2031,8-94990,Поджарый,Павел,Александрович,6/24/1953,6437518744,12/2/2032,+79623080462,Снятие,81643.12,Отказ,POS55335,POS,Тула,"Тула, ул. Остапа Вишни, д. 59"
459271333,01/05/2020 05:16:14,56498653488543054180,40817810000004387465,7/8/2036,3-95179,Мисик,Сергей,Николаевич,6/25/1938,7076445954,11/9/2022,+79497481039,Пополнение,44576.5,Успешно,POS27110,POS,Белокуриха,"Белокуриха, ул. Моторная, д. 63"
459271334,01/05/2020 05:18:57,53324414553122333305,40817810000001618824,12/10/2035,3-51785,Чашко,Павел,Сергеевич,5/12/1953,1274741234,7/8/2021,+79723465526,Пополнение,17079.25,Успешно,POS27110,POS,Белокуриха,"Белокуриха, ул. Моторная, д. 63"
459271335,01/05/2020 05:21:31,49381177703426315088,40817810000003323629,2/25/2038,4-44798,Бухарец,Сергей,Павлович,7/5/1932,7041310992,5/5/2038,+79390152955,Пополнение,55049.56,Успешно,POS11310,POS,Пласт,"Пласт, ул. Чайлытко, д. 46"
459271336,01/05/2020 05:23:17,44730955301744326313,40817810000004611563,12/7/2027,4-11318,Омелюшкин,Евгений,Кириллович,4/18/1989,2942912302,8/18/2023,+79235175107,Оплата,18703.77,Успешно,POS55762,POS,Талица,"Талица, ул. Мишина Михаила, д. 86"
459271337,01/05/2020 05:26:09,49987379053495874982,40817810000003826119,4/18/2028,7-71593,Бухарец,Антон,Сергеевич,3/12/1980,7722740007,5/16/2039,+79249514649,Снятие,87099.9,Успешно,ATM90761,ATM,Морозовск,"Морозовск, ул. Васильковая, д. 13"
459271338,01/05/2020 05:27:17,54346422257114864067,40817810000006091083,4/14/2040,1-83806,Куратник,Валерий,Никитович,11/24/1946,2939202395,9/2/2021,+79564008708,Оплата,27760.12,Успешно,ATM94006,ATM,Дигора,"Дигора, ул. Возрождения, д. 35"
459271339,01/05/2020 05:28:05,47161061662625674027,40817810000003890012,5/17/2020,9-63975,Барецкий,Павел,Михаилович,10/19/1988,1741956980,2/10/2027,+79243925138,Оплата,90715.12,Отказ,ATM42463,ATM,Шахты,"Шахты, ул. Фестивальный, д. 1"
459271340,01/05/2020 05:30:59,48748927364069959675,40817810000005703866,5/27/2037,1-24862,Барецкий,Олег,Олегович,6/6/2000,5142842911,12/28/2037,+79810391232,Снятие,35174.18,Успешно,POS67659,POS,Шахунья,"Шахунья, ул. Геофизиков, д. 95"
459271341,01/05/2020 05:32:25,45390721983037835158,40817810000009085901,2/19/2025,8-80252,Фель,Евгений,Никитович,2/4/1988,3904347595,9/28/2026,+79692321575,Оплата,90360.49,Успешно,ATM82015,ATM,Камбарка,"Камбарка, ул. Тикоцкого, д. 49"
459271342,01/05/2020 05:35:11,59983023737500262321,40817810000004675639,6/27/2040,3-51785,Чашко,Павел,Сергеевич,5/12/1953,1274741234,7/8/2021,+79723465526,Оплата,77211.95,Отказ,POS23811,POS,Шали,"Шали, ул. Мельникова, д. 2"
459271343,01/05/2020 05:36:27,57288241277221496801,40817810000001527342,7/11/2037,9-63975,Барецкий,Павел,Михаилович,10/19/1988,1741956980,2/10/2027,+79243925138,Снятие,48256.14,Отказ,ATM39555,ATM,Краснослободск,"Краснослободск, ул. Фогеля, д. 20"
459271344,01/05/2020 05:39:03,44344929846954773993,40817810000004222065,4/28/2024,2-21448,Поджарый,Роман,Константинович,11/14/1930,5670092603,1/15/2033,+79410212254,Оплата,31259.89,Отказ,ATM75799,ATM,Нижний Новгород,"Нижний Новгород, ул. Короленковская, д. 5"
459271345,01/05/2020 05:39:50,54469657629057492976,40817810000006467756,8/4/2040,5-20383,Городиловский,Валерий,Александрович,8/4/1934,2688347024,7/18/2034,+79214966894,Снятие,13490.11,Успешно,ATM75799,ATM,Нижний Новгород,"Нижний Новгород, ул. Короленковская, д. 5"
459271346,01/05/2020 05:40:30,52970834595869618950,40817810000002823304,11/20/2030,2-36557,Белохов,Александр,Васильевич,11/8/1936,9861450589,5/21/2024,+79323907036,Снятие,70213.11,Успешно,POS27110,POS,Белокуриха,"Белокуриха, ул. Моторная, д. 63"
459271347,01/05/2020 05:42:00,52606004767791060534,40817810000007436406,10/27/2032,2-61884,Гуляков,Василий,Васильевич,2/24/1997,4581135200,11/26/2024,+79497212935,Оплата,56408,Успешно,POS91355,POS,Демидов,"Демидов, ул. Примеровская, д. 65"
459271348,01/05/2020 05:42:38,43676997736973095154,40817810000001062575,5/9/2032,1-60023,Петропуло,Дмитрий,Никитович,12/15/1933,6805977889,2/21/2029,+79630105292,Снятие,6433.97,Отказ,POS11310,POS,Пласт,"Пласт, ул. Чайлытко, д. 46"
459271349,01/05/2020 05:44:37,49608727317941534265,40817810000002092955,5/3/2040,5-77607,Мисик,Сергей,Олегович,5/8/1992,3195562178,9/27/2032,+79181011177,Пополнение,83724.53,Успешно,ATM41625,ATM,Краснослободск,"Краснослободск, ул. Черняховского, д. 57"
459271350,01/05/2020 05:45:47,55176626678971945835,40817810000003307562,2/3/2039,1-60023,Петропуло,Дмитрий,Никитович,12/15/1933,6805977889,2/21/2029,+79630105292,Оплата,78638.85,Успешно,POS41732,POS,Тулун,"Тулун, ул. Житкова Бориса, д. 25"
459271351,01/05/2020 05:47:09,55616307007543768707,40817810000008433098,11/3/2031,7-29452,Мисик,Андрей,Константинович,9/10/1950,9054168281,1/17/2031,+79652111522,Оплата,36004.51,Отказ,ATM72885,ATM,Куйбышев,"Куйбышев, ул. Херсонская, д. 93"
459271352,01/05/2020 05:48:36,45281067261154828739,40817810000001384512,7/26/2029,3-35581,Чашко,Кирилл,Павлович,8/1/1983,3981050503,12/27/2026,+79846204746,Снятие,36770.09,Успешно,POS23811,POS,Шали,"Шали, ул. Мельникова, д. 2"
459271353,01/05/2020 05:51:33,58758618557055202529,40817810000009452412,8/21/2028,1-85045,Гуляков,Кирилл,Петрович,9/18/1996,4783507057,1/8/2023,+79698158422,Пополнение,84395.01,Отказ,POS13190,POS,Суворов,"Суворов, ул. Выготского, д. 21"
459271354,01/05/2020 05:53:25,44697360941049581903,40817810000008204139,8/16/2021,6-69434,Манвелян,Петр,Кириллович,1/27/1957,2603146357,3/1/2032,+79441042802,Пополнение,38870.18,Отказ,POS55762,POS,Талица,"Талица, ул. Мишина Михаила, д. 86"
459271355,01/05/2020 05:54:37,54540887885114137546,40817810000003410711,9/14/2031,6-69434,Манвелян,Петр,Кириллович,1/27/1957,2603146357,3/1/2032,+79441042802,Оплата,76458.57,Отказ,ATM54168,ATM,Нарткала,"Нарткала, ул. Коцюбинского, д. 93"
459271356,01/05/2020 05:55:23,59819364093006526696,40817810000005306041,9/22/2029,1-83806,Куратник,Валерий,Никитович,11/24/1946,2939202395,9/2/2021,+79564008708,Пополнение,23592.46,Успешно,POS89498,POS,Вяземский,"Вяземский, ул. Витавская, д. 51"
459271357,01/05/2020 05:56:09,59237020631047398653,40817810000001307504,12/13/2028,2-71408,Крок,Константин,Кириллович,7/14/1972,9219300114,1/15/2031,+79726351155,Снятие,72650.66,Отказ,POS89498,POS,Вяземский,"Вяземский, ул. Витавская, д. 51"
459271358,01/05/2020 05:58:33,59147847094154612390,40817810000006582073,9/16/2038,7-67401,Комартин,Валерий,Романович,3/12/1987,5614998719,3/10/2025,+79462161137,Оплата,69660.77,Успешно,POS85298,POS,Реж,"Реж, ул. Гористая, д. 56"
459271359,01/05/2020 05:59:40,55483359191226447189,40817810000003302159,7/26/2034,2-61884,Гуляков,Василий,Васильевич,2/24/1997,4581135200,11/26/2024,+79497212935,Оплата,19090.51,Успешно,ATM27913,ATM,Верхотурье,"Верхотурье, ул. Эстакадная, д. 44"
459271360,01/05/2020 06:01:48,57683563812688418140,40817810000008620418,4/4/2027,2-20333,Комартин,Иван,Константинович,9/27/1940,5450128465,7/12/2033,+79336632104,Оплата,36761.73,Успешно,POS45568,POS,Питкяранта,"Питкяранта, ул. Кубанская, д. 31"
459271361,01/05/2020 06:02:54,52912878286765775451,40817810000003069107,8/27/2022,2-87664,Штыкашов,Александр,Дмитриевич,9/1/1951,7915924107,12/22/2034,+79585879616,Снятие,51403.42,Отказ,ATM90761,ATM,Морозовск,"Морозовск, ул. Васильковая, д. 13"
459271362,01/05/2020 06:05:12,42062784542342127578,40817810000004894264,7/8/2033,6-78748,Сноркин,Андрей,Антонович,11/20/1984,3602724796,10/16/2035,+79890926038,Пополнение,88884.72,Успешно,POS53745,POS,Юрюзань,"Юрюзань, ул. Ленинградская, д. 82"
459271363,01/05/2020 06:06:52,44685051793521741531,40817810000002958496,9/3/2030,1-13610,Фель,Константин,Васильевич,9/21/1989,8611132511,12/14/2036,+79727028539,Оплата,25038.97,Успешно,ATM91784,ATM,Ленинск,"Ленинск, ул. Рижская, д. 71"
459271364,01/05/2020 06:07:37,48874956643667669592,40817810000008311724,11/9/2031,2-71408,Крок,Константин,Кириллович,7/14/1972,9219300114,1/15/2031,+79726351155,Оплата,71324.84,Отказ,POS11310,POS,Пласт,"Пласт, ул. Чайлытко, д. 46"
459271365,01/05/2020 06:10:18,47820498613401158227,40817810000006258830,8/26/2024,1-83806,Куратник,Валерий,Никитович,11/24/1946,2939202395,9/2/2021,+79564008708,Снятие,27962.05,Успешно,POS85298,POS,Реж,"Реж, ул. Гористая, д. 56"
459271366,01/05/2020 06:12:26,53007624688892422309,40817810000009635814,5/21/2025,2-61884,Гуляков,Василий,Васильевич,2/24/1997,4581135200,11/26/2024,+79497212935,Снятие,13500.76,Успешно,ATM50766,ATM,Зима,"Зима, ул. Лебедева-Кумача, д. 17"
459271367,01/05/2020 06:14:09,41116651957884355428,40817810000002365667,12/6/2036,1-98207,Пудков,Олег,Иванович,4/17/1970,4249433646,7/13/2040,+79191440029,Оплата,71293.96,Отказ,POS25442,POS,Семенов,"Семенов, ул. Шпака Николая, д. 37"
459271368,01/05/2020 06:17:03,48874956643667669592,40817810000008311724,11/9/2031,2-71408,Крок,Константин,Кириллович,7/14/1972,9219300114,1/15/2031,+79726351155,Оплата,68078.75,Успешно,POS11310,POS,Пласт,"Пласт, ул. Чайлытко, д. 46"
459271369,01/05/2020 06:19:26,45772432181186612537,40817810000009133524,8/14/2029,8-33140,Ачентов,Антон,Дмитриевич,8/4/1960,6403074379,9/13/2030,+79458324907,Оплата,95353.97,Успешно,POS70407,POS,Бронницы,"Бронницы, ул. Семипалатинская, д. 50"
459271370,01/05/2020 06:22:19,45034595299381732343,40817810000006329115,3/19/2039,1-48681,Чашко,Валерий,Дмитриевич,11/9/1965,6675992612,12/16/2025,+79593444366,Снятие,1139.89,Отказ,ATM42887,ATM,Гагарин,"Гагарин, ул. Гребенюковская, д. 96"
459271371,01/05/2020 06:24:02,52454917963244171650,40817810000003792555,7/4/2036,3-35581,Чашко,Кирилл,Павлович,8/1/1983,3981050503,12/27/2026,+79846204746,Снятие,41065.47,Отказ,POS53745,POS,Юрюзань,"Юрюзань, ул. Ленинградская, д. 82"
459271372,01/05/2020 06:25:25,56624112344511203053,40817810000007454947,9/10/2020,6-47242,Белохов,Дмитрий,Дмитриевич,9/18/1947,5599490788,12/22/2022,+79531661301,Пополнение,81918.73,Отказ,POS76281,POS,Каменногорск,"Каменногорск, ул. Сумгаитская, д. 42"
459271373,01/05/2020 06:27:33,41953993586613602565,40817810000007285318,4/25/2037,2-64134,Велдин,Александр,Михаилович,6/22/1935,8521619473,8/2/2029,+79328601196,Снятие,18988.07,Успешно,ATM45335,ATM,Донецк,"Донецк, ул. Возрождения, д. 23"
459271374,01/05/2020 06:29:59,52054905425573079466,40817810000004100669,2/4/2032,1-60023,Петропуло,Дмитрий,Никитович,12/15/1933,6805977889,2/21/2029,+79630105292,Пополнение,99740.69,Отказ,ATM61912,ATM,Котлас,"Котлас, ул. Извозная, д. 62"
459271375,01/05/2020 06:30:31,55383030012061754146,40817810000009201036,12/10/2039,5-51270,Петропуло,Николай,Владимирович,5/15/1994,6445270790,11/1/2037,+79886548801,Оплата,31488.01,Успешно,ATM80373,ATM,Суджа,"Суджа, ул. Волкова Космонавта, д. 65"
459271376,01/05/2020 06:32:44,59024548055294777098,40817810000008449413,1/13/2034,6-71621,Наранов,Антон,Андреевич,2/16/1978,3367869739,12/5/2028,+79985124886,Пополнение,21538.12,Отказ,ATM39555,ATM,Краснослободск,"Краснослободск, ул. Фогеля, д. 20"
459271377,01/05/2020 06:33:25,58296936092638492357,40817810000007004170,10/14/2037,1-60023,Петропуло,Дмитрий,Никитович,12/15/1933,6805977889,2/21/2029,+79630105292,Оплата,57420.74,Успешно,POS63386,POS,Гурьевск,"Гурьевск, ул. Софиевская, д. 54"
459271378,01/05/2020 06:35:16,56214494877940931857,40817810000005329461,4/1/2021,1-27603,Фель,Петр,Кириллович,6/24/1960,4958811076,7/25/2037,+79989865703,Пополнение,72577.94,Отказ,ATM48088,ATM,Чехов,"Чехов, ул. Трансформаторная, д. 64"
459271379,01/05/2020 06:37:07,56936808658269721641,40817810000008123255,7/20/2038,2-59480,Наранов,Валерий,Андреевич,3/3/1978,8878489751,11/21/2027,+79343537028,Снятие,97881.36,Успешно,ATM47348,ATM,Шенкурск,"Шенкурск, ул. Гражданская, д. 99"
459271380,01/05/2020 06:39:27,41477190107057935832,40817810000006077228,6/5/2026,4-11318,Омелюшкин,Евгений,Кириллович,4/18/1989,2942912302,8/18/2023,+79235175107,Снятие,24300.29,Успешно,POS66062,POS,Первомайск,"Первомайск, ул. Стадионная, д. 52"
459271381,01/05/2020 06:41:12,58092040799065814655,40817810000005874910,5/13/2022,2-37437,Рубахов,Никита,Михаилович,5/20/1977,1817664821,9/15/2024,+79463620365,Пополнение,66093.74,Успешно,ATM21750,ATM,Шиханы,"Шиханы, ул. Кулибина, д. 31"
459271382,01/05/2020 06:42:17,43049265066676459490,40817810000003492350,3/18/2027,4-87130,Ачентов,Владимир,Петрович,2/26/1932,3526501586,11/2/2032,+79575633581,Снятие,42593.23,Отказ,POS76281,POS,Каменногорск,"Каменногорск, ул. Сумгаитская, д. 42"
459271383,01/05/2020 06:43:17,56764658867262380180,40817810000006237054,5/27/2036,1-13610,Фель,Константин,Васильевич,9/21/1989,8611132511,12/14/2036,+79727028539,Пополнение,39713.95,Отказ,ATM93692,ATM,Кировград,"Кировград, ул. Кулибина, д. 38"
459271384,01/05/2020 06:46:16,42297631882269859086,40817810000002819634,9/3/2020,1-27603,Фель,Петр,Кириллович,6/24/1960,4958811076,7/25/2037,+79989865703,Оплата,27572.12,Успешно,POS28311,POS,Петровск-Забайкальский,"Петровск-Забайкальский, ул. Тагильская, д. 38"
459271385,01/05/2020 06:47:09,55514606469217413264,40817810000006125280,8/20/2040,3-17853,Чашко,Олег,Константинович,12/24/1950,2804082984,3/24/2024,+79583148809,Пополнение,48402.73,Успешно,POS41732,POS,Тулун,"Тулун, ул. Житкова Бориса, д. 25"
459271386,01/05/2020 06:48:38,59662340561299233982,40817810000007484780,11/14/2032,6-78748,Сноркин,Андрей,Антонович,11/20/1984,3602724796,10/16/2035,+79890926038,Пополнение,70341.89,Отказ,ATM82015,ATM,Камбарка,"Камбарка, ул. Тикоцкого, д. 49"
459271387,01/05/2020 06:49:27,43234094302783519733,40817810000001011218,1/11/2033,2-48299,Белохов,Михаил,Романович,10/19/1957,8778457371,2/14/2026,+79954610552,Снятие,51168.23,Успешно,POS82543,POS,Белая Калитва,"Белая Калитва, ул. Шишковская, д. 46"
459271388,01/05/2020 06:50:06,53936874637054954161,40817810000007286556,6/13/2028,3-89804,Штыкашов,Павел,Александрович,6/1/1999,4098309799,5/25/2032,+79605011479,Оплата,13225.32,Отказ,POS91355,POS,Демидов,"Демидов, ул. Примеровская, д. 65"
459271389,01/05/2020 06:51:10,51503901692679664294,40817810000007104333,2/12/2022,4-62986,Пудков,Петр,Михаилович,8/28/1979,8585112233,7/1/2025,+79256005183,Оплата,36264.49,Успешно,ATM72885,ATM,Куйбышев,"Куйбышев, ул. Херсонская, д. 93"
459271390,01/05/2020 06:51:59,45635069278380774068,40817810000009573785,3/1/2031,2-96498,Барецкий,Василий,Кириллович,12/11/1947,6145797023,12/5/2033,+79891553815,Снятие,84404.95,Успешно,POS43792,POS,Славянск-на-Кубани,"Славянск-на-Кубани, ул. Клецкая, д. 86"
459271391,01/05/2020 06:52:41,58784142952576975951,40817810000006125059,11/19/2024,7-29452,Мисик,Андрей,Константинович,9/10/1950,9054168281,1/17/2031,+79652111522,Снятие,40486.98,Успешно,ATM29949,ATM,Болотное,"Болотное, ул. Шаумяна, д. 66"
459271392,01/05/2020 06:53:29,54223118209655834774,40817810000007302636,11/5/2038,5-20383,Городиловский,Валерий,Александрович,8/4/1934,2688347024,7/18/2034,+79214966894,Оплата,78298.48,Успешно,POS59542,POS,Луза,"Луза, ул. Крайняя, д. 88"
459271393,01/05/2020 06:55:35,43400405084036013367,40817810000002657687,9/21/2040,1-60023,Петропуло,Дмитрий,Никитович,12/15/1933,6805977889,2/21/2029,+79630105292,Пополнение,24997.23,Успешно,POS48933,POS,Красноармейск,"Красноармейск, ул. Нечуя-Левицкого, д. 9"
459271394,01/05/2020 06:56:15,53163834178092769354,40817810000008581688,9/4/2036,6-87492,Комартин,Валерий,Дмитриевич,12/26/1979,8084740583,4/13/2033,+79533765239,Пополнение,53764.09,Успешно,ATM95603,ATM,Снежинск,"Снежинск, ул. Митченко, д. 47"
459271395,01/05/2020 06:58:09,43856526908749707693,40817810000001471461,3/16/2023,9-55372,Петропуло,Александр,Александрович,10/4/1992,6342328971,11/11/2025,+79699195774,Оплата,90642.58,Успешно,ATM63726,ATM,Саки,"Саки, ул. Нефтяная, д. 64"
459271396,01/05/2020 07:00:08,46511983894536715484,40817810000005573228,12/27/2026,1-98207,Пудков,Олег,Иванович,4/17/1970,4249433646,7/13/2040,+79191440029,Пополнение,33468.46,Успешно,POS16910,POS,Куса,"Куса, ул. Волгоградская, д. 17"
459271397,01/05/2020 07:01:50,59800583351898176445,40817810000003324628,3/2/2022,1-67071,Омелюшкин,Никита,Евгеньевич,2/22/1984,5074120512,7/25/2036,+79599551193,Пополнение,16660.2,Успешно,POS76241,POS,Мариинский Посад,"Мариинский Посад, ул. Юнкерова Николая, д. 96"
459271398,01/05/2020 07:03:27,43806286697949628896,40817810000001912112,12/11/2034,9-98099,Городиловский,Михаил,Антонович,1/17/1974,8307742530,10/8/2022,+79211450416,Оплата,87263.93,Успешно,ATM88065,ATM,Обоянь,"Обоянь, ул. Тологай, д. 10"
459271399,01/05/2020 07:04:18,43771691447379202173,40817810000001762792,5/15/2035,5-77607,Мисик,Сергей,Олегович,5/8/1992,3195562178,9/27/2032,+79181011177,Пополнение,73227.92,Успешно,ATM89221,ATM,Кострома,"Кострома, ул. Мира, д. 51"
459271400,01/05/2020 07:05:57,58209370203792217401,40817810000009763517,5/13/2036,6-78748,Сноркин,Андрей,Антонович,11/20/1984,3602724796,10/16/2035,+79890926038,Снятие,3219.83,Отказ,POS20630,POS,Буинск,"Буинск, ул. Гончара Олеся, д. 3"
459271401,01/05/2020 07:08:02,51929363624368103622,40817810000002609326,3/24/2030,3-70498,Барецкий,Петр,Олегович,2/15/1988,4816021015,10/22/2034,+79892519224,Оплата,96709.33,Отказ,ATM94002,ATM,Хадыженск,"Хадыженск, ул. Кленовая, д. 88"
459271402,01/05/2020 07:09:42,53181647395924017272,40817810000003736333,9/25/2025,3-35581,Чашко,Кирилл,Павлович,8/1/1983,3981050503,12/27/2026,+79846204746,Снятие,51751.54,Успешно,ATM98530,ATM,Усолье-Сибирское,"Усолье-Сибирское, ул. Рудаковская, д. 1"
459271403,01/05/2020 07:12:08,55952003981231429927,40817810000004686459,1/24/2036,7-13006,Пудков,Павел,Романович,10/24/1944,4707213670,5/17/2036,+79699177182,Пополнение,41020.76,Успешно,POS85298,POS,Реж,"Реж, ул. Гористая, д. 56"
459271404,01/05/2020 07:14:45,44560487856220031823,40817810000002566355,12/1/2027,6-38940,Гладишкин,Сергей,Сергеевич,1/6/1963,8213995492,7/8/2026,+79890732455,Пополнение,13585.74,Успешно,POS60036,POS,Цимлянск,"Цимлянск, ул. Таращанская, д. 67"
459271405,01/05/2020 07:15:43,57969088921851099379,40817810000002388346,4/3/2026,2-96498,Барецкий,Василий,Кириллович,12/11/1947,6145797023,12/5/2033,+79891553815,Пополнение,46889.01,Отказ,ATM90761,ATM,Морозовск,"Морозовск, ул. Васильковая, д. 13"
459271406,01/05/2020 07:17:20,51441662534987149885,40817810000005412481,9/12/2031,2-71408,Крок,Константин,Кириллович,7/14/1972,9219300114,1/15/2031,+79726351155,Пополнение,19555.57,Успешно,POS76281,POS,Каменногорск,"Каменногорск, ул. Сумгаитская, д. 42"
459271407,01/05/2020 07:18:20,41059096222603313899,40817810000008477804,10/7/2023,6-77708,Сноркин,Михаил,Павлович,9/13/1994,5344966916,3/3/2039,+79220281675,Пополнение,43684.42,Успешно,ATM82416,ATM,Красноуфимск,"Красноуфимск, ул. Старошишковская, д. 77"
459271408,01/05/2020 07:20:05,54212240286171252204,40817810000003006717,1/24/2024,6-47242,Белохов,Дмитрий,Дмитриевич,9/18/1947,5599490788,12/22/2022,+79531661301,Пополнение,43319.87,Успешно,POS65199,POS,Губкинский,"Губкинский, ул. Гончарная, д. 21"
459271409,01/05/2020 07:22:40,55304030763800301768,40817810000001925521,6/15/2026,7-67401,Комартин,Валерий,Романович,3/12/1987,5614998719,3/10/2025,+79462161137,Пополнение,87074.74,Успешно,ATM72885,ATM,Куйбышев,"Куйбышев, ул. Херсонская, д. 93"
459271410,01/05/2020 07:23:27,55048182549999499391,40817810000005553128,11/27/2023,6-60366,Гладишкин,Роман,Сергеевич,11/9/1952,2327881587,4/27/2031,+79214630163,Снятие,29975.31,Успешно,POS13190,POS,Суворов,"Суворов, ул. Выготского, д. 21"
459271411,01/05/2020 07:25:09,52133179253408410262,40817810000009898647,3/21/2024,5-36031,Гуляков,Михаил,Александрович,6/9/1934,9600352239,5/24/2031,+79529669124,Оплата,33024.1,Успешно,POS67659,POS,Шахунья,"Шахунья, ул. Геофизиков, д. 95"
459271412,01/05/2020 07:27:45,53388275548600861538,40817810000006904665,5/25/2025,5-17262,Барецкий,Валерий,Валериевич,8/3/1939,6708391435,8/22/2021,+79596741150,Оплата,35856.64,Отказ,POS35099,POS,Лобня,"Лобня, ул. Гало, д. 64"
459271413,01/05/2020 07:29:49,56880903338294703608,40817810000003795107,5/28/2036,6-15824,Мисик,Иван,Олегович,9/23/1982,2415173943,9/7/2027,+79781630114,Пополнение,5114.96,Успешно,POS60036,POS,Цимлянск,"Цимлянск, ул. Таращанская, д. 67"
459271414,01/05/2020 07:31:46,57693310254902074337,40817810000009977414,6/13/2021,2-87664,Штыкашов,Александр,Дмитриевич,9/1/1951,7915924107,12/22/2034,+79585879616,Оплата,58190.54,Успешно,ATM84286,ATM,Нижний Тагил,"Нижний Тагил, ул. Выдубицкая, д. 69"
459271415,01/05/2020 07:33:55,42476455964882410882,40817810000002516538,10/24/2036,6-56198,Белохов,Павел,Николаевич,9/19/1948,2106438067,7/22/2033,+79450598125,Пополнение,93660.6,Успешно,ATM90761,ATM,Морозовск,"Морозовск, ул. Васильковая, д. 13"
459271416,01/05/2020 07:36:02,54185955609831765396,40817810000006414068,4/24/2027,2-20333,Комартин,Иван,Константинович,9/27/1940,5450128465,7/12/2033,+79336632104,Оплата,40659.2,Успешно,ATM27913,ATM,Верхотурье,"Верхотурье, ул. Эстакадная, д. 44"
459271417,01/05/2020 07:38:26,48892664507632095475,40817810000008593119,1/7/2031,1-67071,Омелюшкин,Никита,Евгеньевич,2/22/1984,5074120512,7/25/2036,+79599551193,Оплата,63320.21,Отказ,POS55762,POS,Талица,"Талица, ул. Мишина Михаила, д. 86"
